16589,   45.7736150395,4.85146029198
15527,   45.773635757,4.85164052048
15522,   45.7737248353,4.85161667511
15524,   45.7738062434,4.85159247263
15525,   45.7738752072,4.85157402708
15523,   45.7739592694,4.85157498434
15526,   45.7741078023,4.85152408953
15725,   45.7741327255,4.85138265707
12276,   45.7739840016,4.85174370304
12298,   45.7740272946,4.85172039959
18858,   45.7737177348,4.85210346985
16586,   45.7737779359,4.85196847071
15528,   45.7733371447,4.85205738752
15531,   45.7734775649,4.8520129654
15530,   45.7734928695,4.85205471505
15596,   45.7734652803,4.85225509504
18859,   45.773759427,4.85214544539
12297,   45.7738995177,4.85196859131
16585,   45.7739000601,4.85207924858
18905,   45.7740561194,4.85215938566
47995,   45.7742364554,4.85235983196
47999,   45.7742785312,4.85243631053
47996,   45.7743407938,4.85235597596
47998,   45.7743444127,4.85248178072
47997,   45.7743983259,4.85245921975
45122,   45.7741739211,4.85172922077
45123,   45.7742161067,4.85170561374
45124,   45.7742672463,4.8516881964
45126,   45.7743453414,4.85169039483
45125,   45.774309063,4.85173103888
45127,   45.7743042484,4.8516569752
12292,   45.7745886081,4.85197612229
12294,   45.7745678359,4.85193094362
12293,   45.7745628743,4.85196448833
12295,   45.7744108902,4.85183745032
15724,   45.7742441453,4.8514872145
15719,   45.7744139375,4.85146670223
15720,   45.7744525922,4.8514247783
15723,   45.7745148517,4.85142059503
16591,   45.7746234713,4.85154263281
16590,   45.7747393747,4.85163989614
12280,   45.7746786465,4.85151375197
12279,   45.7747196874,4.85156865338
12282,   45.7747535315,4.85149658449
12281,   45.7747964666,4.85150466232
11715,   45.7743521135,4.85136436095
11715,   45.7743521135,4.85136436091
11716,   45.7744020842,4.85129729798
11718,   45.7744635909,4.85129774505
11719,   45.7744904643,4.85131630795
11720,   45.7744918621,4.85121818143
11721,   45.7745164586,4.85123911948
11722,   45.7745038708,4.85112899846
11723,   45.7745435295,4.85111985144
11717,   45.7745655388,4.85118565516
11724,   45.7746132705,4.85125426794
11725,   45.7746225459,4.85121106635
11726,   45.7745943721,4.85117037555
11727,   45.7745809481,4.85108961699
11728,   45.7746055728,4.85111806143
11729,   45.7746244482,4.85114957989
11741,   45.7746088758,4.8510479649
11740,   45.7746270765,4.85108225367
11730,   45.7746497448,4.85117976499
11737,   45.7746461959,4.85112025284
11738,   45.7746521905,4.85106998632
11739,   45.7746279247,4.8510016859
11664,   45.7746451319,4.85098432346
11742,   45.7746678686,4.8510449405
11736,   45.774682607,4.85108386195
11735,   45.7746784869,4.85113793233
11732,   45.7746653484,4.85115772192
11731,   45.7746780242,4.85121657933
11734,   45.774701064,4.85111875389
11743,   45.774701033,4.85104841221
11665,   45.7746834183,4.85099509977
11666,   45.7746999116,4.85095581106
11746,   45.7747570248,4.85113284486
11745,   45.7747302736,4.85109144588
11668,   45.7747269303,4.8509942375
11667,   45.7747327822,4.85094200849
11749,   45.7747622921,4.85104149625
11674,   45.774759099,4.85097285804
11675,   45.7747444066,4.85089285005
11748,   45.7747946591,4.85100401638
11673,   45.7747805026,4.85093550335
11676,   45.7747662953,4.8508726507
11677,   45.7747910796,4.85083270227
11752,   45.7748390553,4.85109737833
11751,   45.7748196001,4.85106642408
11671,   45.7748210324,4.85098593389
11672,   45.7748047451,4.85097927561
11680,   45.7748172275,4.85092838414
11679,   45.7748111394,4.85086806535
11678,   45.7748263186,4.85085590878
11681,   45.774840083,4.85091842023
11682,   45.77484381,4.85098692903
11754,   45.7748570265,4.85102747618
11753,   45.7748835628,4.85106454354
11684,   45.7748934094,4.85098410985
11683,   45.7748696923,4.85096091291
11685,   45.7748725549,4.85089815203
11686,   45.7748551015,4.85086844302
11688,   45.7748604745,4.85081231036
11687,   45.7748347555,4.85079842796
11693,   45.7748477187,4.85074938319
11692,   45.7748749907,4.85075747733
11691,   45.7748958005,4.85079381538
11694,   45.7748949212,4.85069527483
11696,   45.774926863,4.85077278274
11698,   45.7749224155,4.85067095108
11699,   45.7749630429,4.85060931577
12392,   45.774877942,4.85172968069
12393,   45.7749052894,4.8516758691
12394,   45.7748933994,4.85160750773
12395,   45.7749486814,4.85161591562
47488,   45.7749492938,4.85182682551
47490,   45.7750006794,4.85173181401
47491,   45.7750337711,4.85180021282
47489,   45.7750466154,4.85191586875
47492,   45.7750875951,4.85182355126
47493,   45.7751192325,4.85186735962
47496,   45.7751098256,4.85175612916
47494,   45.775187797,4.8518969357
47497,   45.7751522006,4.85170701658
47498,   45.7752008304,4.85175205895
47501,   45.7751945849,4.85165401707
47495,   45.7752379919,4.85184157354
47499,   45.7752611396,4.85176062668
47500,   45.7752377925,4.85166657753
47502,   45.7752518312,4.85159530235
47503,   45.7753239054,4.85154304865
49183,   45.775290968,4.85145165987
49184,   45.7752281533,4.85145809334
49187,   45.775054341,4.85159407214
